id,name,host_id,host_name,host_since,host_listings_count,street,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,year,month
19038713,Oceanbreeze Beach Bungalow that has all the TOYS,52931,Mark,2009-11-10,9,"Waimanalo, HI, United States",Waimanalo,HI,96795,Oahu,"Waimanalo, HI",US,United States,21.338056143591974,-157.69990220348203,TRUE,House,Entire home/apt,8,2018,1
19037810,Waimanalo Mountain View Retreat,52931,Mark,2009-11-10,9,"Waimanalo, HI, United States",Waimanalo,HI,96795,Oahu,"Waimanalo, HI",US,United States,21.346904222964778,-157.71703839615745,TRUE,Guesthouse,Entire home/apt,8,2018,1
14324958,Hawaii Kai 2 bedroom,52931,Mark,2009-11-10,9,"Honolulu, HI, United States",Honolulu,HI,96821,Oahu,"Honolulu, HI",US,United States,21.286905367054125,-157.7236746851246,TRUE,House,Entire home/apt,6,2018,1
14323092,Kailua Beachside,52931,Mark,2009-11-10,9,"Kailua, HI, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.41433104202838,-157.74503790641054,TRUE,Guesthouse,Entire home/apt,8,2018,1
13523,"All Inclusive, Sleeps 8, Hot Tub",52931,Mark,2009-11-10,9,"Waimanalo, HI, United States",Waimanalo,HI,96795,Oahu,"Waimanalo, HI",US,United States,21.33930415209926,-157.70216084265556,TRUE,House,Entire home/apt,8,2018,1
17756157,5 Bedroom 3 Bath Kailua Poolside,52931,Mark,2009-11-10,9,"Kailua, HI, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.40029603869471,-157.74224646438435,TRUE,House,Entire home/apt,14,2018,1
10645966,Hidden Paradise Gem on Kaneohe Bay,52957,Dian,2009-11-10,2,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.499484019642765,-157.85218283040163,TRUE,House,Entire home/apt,6,2018,1
2032179,Kaneohe Bayside Cottage Retreat,52957,Dian,2009-11-10,2,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.499571832881013,-157.85198439703365,TRUE,House,Entire home/apt,4,2018,1
16320899,Nemo's Nest - Tucked Away on Oahu's Northshore,53654,Mark,2009-11-12,1,"Hauula, HI, United States",Hauula,HI,96717,Oahu,"Hauula, HI",US,United States,21.62096785390054,-157.91101130599696,TRUE,House,Entire home/apt,4,2018,1
8786004,Cute Ohana unit in Kailua Bungalow near the beach,63444,John,2009-12-15,1,"Kailua, HI, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.401726609814013,-157.74713887995736,FALSE,House,Entire home/apt,3,2018,1
18465,"Ocean Escape, Your Perfect Spot!",71120,Mike And Nicky,2010-01-17,4,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.275076453433353,-157.8221266914946,TRUE,Apartment,Entire home/apt,5,2018,1
18466,Mountain Retreat. Affordable Luxury,71120,Mike And Nicky,2010-01-17,4,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27370017114365,-157.821701871258,TRUE,Apartment,Entire home/apt,5,2018,1
14410383,"""Windjammer"" studio w/FREE parking & full kitchen",77633,Tom,2010-02-04,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.279875043834068,-157.82725237159104,TRUE,Apartment,Entire home/apt,4,2018,1
6319085,"""Bahama"" Studio w/ Free Parking",77633,Tom,2010-02-04,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.279584062688407,-157.82807840697177,TRUE,Apartment,Entire home/apt,4,2018,1
6317193,"""Beachcomber"" Studio w/Free Parking",77633,Tom,2010-02-04,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.279852249059374,-157.8267687031462,TRUE,Apartment,Entire home/apt,4,2018,1
6316951,"""Palm"" studio w/ Free Parking",77633,Tom,2010-02-04,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.279589804002907,-157.82701182587763,TRUE,Apartment,Entire home/apt,4,2018,1
20562,"""Peacock"" Studio w/Free Parking",77633,Tom,2010-02-04,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.279767959303662,-157.82626645373978,TRUE,Apartment,Entire home/apt,4,2018,1
6292815,"""Ali'i"" Studio w/Free Parking",77633,Tom,2010-02-04,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.279846811604695,-157.826196776412,TRUE,Apartment,Entire home/apt,4,2018,1
17209966,ARTIST'S OCEANFRONT LOFT,85234,Kurt,2010-02-25,9,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.452996098556522,-157.82462068185882,TRUE,Loft,Entire home/apt,3,2018,1
37099,FABULOUS RARE DIAMOND FIND!!!,85234,Kurt,2010-02-25,9,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.269767369423953,-157.82282101252767,TRUE,Apartment,Entire home/apt,3,2018,1
14333734,ATRIUM TROPICAL GARDEN LOFT,85234,Kurt,2010-02-25,9,"Honolulu, HI, United States",Honolulu,HI,96817,Oahu,"Honolulu, HI",US,United States,21.33984390588065,-157.83553048312362,TRUE,Loft,Entire home/apt,4,2018,1
14334371,ARTIST'S HIDEAWAY,85234,Kurt,2010-02-25,9,"Honolulu, HI, United States",Honolulu,HI,96817,Oahu,"Honolulu, HI",US,United States,21.340369858722514,-157.833861219069,TRUE,Guesthouse,Entire home/apt,2,2018,1
152046,THE HAPPIEST SPACE - WAIKIKI SMILES,85234,Kurt,2010-02-25,9,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27292619409885,-157.82122040352115,TRUE,Apartment,Entire home/apt,3,2018,1
1223715,OCEANFRONT PARADISE RETREAT,85234,Kurt,2010-02-25,9,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.452291334951397,-157.82287743265778,TRUE,House,Entire home/apt,6,2018,1
7073250,THE ABSOLUTE BEST EXPERIENCE,85234,Kurt,2010-02-25,9,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27259129402893,-157.82243954143837,TRUE,Condominium,Entire home/apt,4,2018,1
21457530,AERIALIST ART THEATRE,85234,Kurt,2010-02-25,9,"Kailua, HI, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.396179148241895,-157.74542873649304,TRUE,Other,Entire home/apt,4,2018,1
66919,"Waimea Bay, North Shore Cottage (Air Conditioning)",93320,Andy,2010-03-14,2,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.639589897321002,-158.06243637723728,TRUE,House,Entire home/apt,6,2018,1
23639,Waimea Bay North Shore Ocean Front (with AC),93320,Andy,2010-03-14,2,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.639555105058857,-158.06234095000116,TRUE,House,Entire home/apt,6,2018,1
46215,Accommodations - Imperial Hawaii Resort at Waikiki,103790,Joseph,2010-04-05,2,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27809398916206,-157.83220030628672,TRUE,Timeshare,Entire home/apt,6,2018,1
31547,Serendipitous Ocean Zen on North Shore of Oahu,135587,Somna,2010-05-31,1,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.65476533672643,-158.057347165554,TRUE,House,Entire home/apt,6,2018,1
2243570,Diamond Head Gem,142209,Claudia,2010-06-10,1,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.260346603127033,-157.8202689013767,TRUE,Apartment,Entire home/apt,2,2018,1
6236133,Hale Oma'oma'o Charming Valley Home,156877,Laura,2010-07-02,1,"Honolulu, HI, United States",Honolulu,HI,96822,Oahu,"Honolulu, HI",US,United States,21.31522948396834,-157.7986275760726,FALSE,House,Entire home/apt,6,2018,1
38634,Beautiful Oceanfront sunny Waikiki,165595,Dana,2010-07-13,3,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.285047132329368,-157.83787804389343,TRUE,Condominium,Entire home/apt,2,2018,1
223390,Sunset Beach Temple Treehouse  !!!,167085,John,2010-07-15,5,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.672096481852666,-158.03693193976164,TRUE,Treehouse,Entire home/apt,4,2018,1
17106018,"Sunset Beach ""Shape Shack"" with ocean view",167085,John,2010-07-15,5,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.67266783186165,-158.0379780688699,TRUE,Bungalow,Entire home/apt,2,2018,1
38944,Sunset Beach Treehouse Bungalow !!!,167085,John,2010-07-15,5,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.673813041172167,-158.0411269444044,TRUE,Treehouse,Entire home/apt,4,2018,1
230317,Sunset Beach Surf Cabin North shore,167085,John,2010-07-15,5,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.673951754011455,-158.04020636315454,TRUE,House,Entire home/apt,4,2018,1
55000,**Makaha 2bd Condo w/Ocean&Mtn Views-Air Con//Wifi,259083,Morgan,2010-10-11,1,"Waianae, HI, United States",Waianae,HI,96792,Oahu,"Waianae, HI",US,United States,21.481316182462546,-158.20231365414398,TRUE,Condominium,Entire home/apt,6,2018,1
13525381,Kuliouou Cottage - Pet Friendly,273100,Beth,2010-10-28,3,"Honolulu, HI, United States",Honolulu,HI,96821,Oahu,"Honolulu, HI",US,United States,21.287023237784922,-157.72434655279804,TRUE,House,Entire home/apt,2,2018,1
63836,Oceanfront Classic-10%OFF Military,273100,Beth,2010-10-28,3,"Honolulu, HI, United States",Honolulu,HI,96821,Oahu,"Honolulu, HI",US,United States,21.281721232663138,-157.73361640478456,TRUE,House,Entire home/apt,16,2018,1
15769086,"Hawaiian Home, Kids will love it!",273100,Beth,2010-10-28,3,"Honolulu, HI, United States",Honolulu,HI,96821,Oahu,"Honolulu, HI",US,United States,21.28676898084855,-157.72442936029893,TRUE,House,Entire home/apt,6,2018,1
1987551,"Best Location, Wonderful 1BR 1Bath",305996,Penny,2010-12-01,1,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.279593063773785,-157.82594385038914,FALSE,Apartment,Entire home/apt,4,2018,1
10578580,Panoramic Ocean View Studio in  Quiet Setting,308899,Andrei,2010-12-03,2,"Honolulu, HI, United States",Honolulu,HI,96816,Oahu,"Honolulu, HI",US,United States,21.295605960654555,-157.78577509599808,TRUE,Apartment,Entire home/apt,2,2018,1
19073547,Sweeping Ocean View 2B/2B Suite in Quiet setting,308899,Andrei,2010-12-03,2,"Honolulu, HI, United States",Honolulu,HI,96816,Oahu,"Honolulu, HI",US,United States,21.294366167045144,-157.7854569773948,TRUE,Vacation home,Entire home/apt,4,2018,1
1873529,"Fantastic View, Waikiki DiamondHead",320534,Aaron,2010-12-16,1,"Honolulu, HI, United States",Honolulu,HI,96816,Oahu,"Honolulu, HI",US,United States,21.289652140298788,-157.7900361505768,TRUE,House,Entire home/apt,4,2018,1
16177643,2 BR w Yard Condo close to Waikiki,321739,Minnie,2010-12-18,1,"Honolulu, HI, United States",Honolulu,HI,96826,Oahu,"Honolulu, HI",US,United States,21.287055079269056,-157.82485176842243,TRUE,Condominium,Entire home/apt,5,2018,1
66838,Hawaii Beach North Shore Oahu,328451,Samuel,2010-12-27,2,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.679128137687616,-158.03528451932974,TRUE,House,Entire home/apt,6,2018,1
87671,Hawaiian Dream-Across From Beach,328451,Samuel,2010-12-27,2,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.64680811292131,-158.0629200987048,TRUE,House,Entire home/apt,4,2018,1
3542699,2-Bedroom Rental Near Kaneohe Bay,331613,Brandi,2010-12-31,4,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.46057537807808,-157.83250575401135,TRUE,Apartment,Entire home/apt,4,2018,1
67273,Real Hawaiian Adventure: 2-BR Rental in Kaneohe,331613,Brandi,2010-12-31,4,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.45945432535361,-157.83295850018848,TRUE,Apartment,Entire home/apt,4,2018,1
21153842,Hidden Retreat: 2-BR with Kitchen near Kaneohe Bay,331613,Brandi,2010-12-31,4,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.460886246557553,-157.8345776817077,TRUE,Apartment,Entire home/apt,4,2018,1
21398656,Kaneohe Bay 2-Bedroom Vacation Rental w/Kitchen,331613,Brandi,2010-12-31,4,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.45980396688534,-157.8331132933257,TRUE,Apartment,Entire home/apt,4,2018,1
14040723,Beachside in Paradise,335540,Wanda,2011-01-05,1,"Kailua, HI, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.397272048900366,-157.7315440730558,TRUE,Guesthouse,Entire home/apt,4,2018,1
13660056,Private Ocean view Close to Waikiki/Beaches,348015,Eyvonne,2011-01-15,1,"Honolulu, HI, United States",Honolulu,HI,96821,Oahu,"Honolulu, HI",US,United States,21.29436870470115,-157.7642795996125,TRUE,House,Entire home/apt,2,2018,1
70290,V-Land Modern Retreat,355676,Gitte,2011-01-20,2,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.6799898809171,-158.0335861387932,TRUE,Apartment,Entire home/apt,4,2018,1
20154169,V-Land Villa,355676,Gitte,2011-01-20,2,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.68104611730223,-158.03236229195153,FALSE,Vacation home,Entire home/apt,4,2018,1
1014157,Ocean Breeze Condo with VIEW,361961,Breeze,2011-01-25,7,"Waianae, HI, United States",Waianae,HI,96792,Oahu,"Waianae, HI",US,United States,21.458305765782317,-158.20161571778894,TRUE,Apartment,Entire home/apt,4,2018,1
15143842,"Oceanfront House, Hot Tub, *Best Price on Beach*",362443,Kelly,2011-01-25,1,"Honolulu, HI, United States",Honolulu,HI,96821,Oahu,"Honolulu, HI",US,United States,21.27693195737135,-157.76168653978763,TRUE,House,Entire home/apt,10,2018,1
6291027,Space of Aloha,375923,Marie,2011-02-03,1,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.443524472005656,-157.8339069615373,TRUE,House,Entire home/apt,4,2018,1
1774526,Driftwood Hideaway walk to #1 Beach,378608,Laura,2011-02-05,5,"Waimanalo Beach, HI, United States",Waimanalo Beach,HI,96795,Oahu,"Waimanalo Beach, HI",US,United States,21.33982419243561,-157.70182554547597,TRUE,Bungalow,Entire home/apt,2,2018,1
1836416,WINTER BLUES?? Family fun..Walk to Beach..Sleeps 6,378608,Laura,2011-02-05,5,"Waimanalo, HI, United States",Waimanalo,HI,96795,Oahu,"Waimanalo, HI",US,United States,21.339420371062996,-157.70406936326364,TRUE,House,Entire home/apt,6,2018,1
1797181,Coconut Hideaway on the Golf Course,378608,Laura,2011-02-05,5,"Kailua, HI, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.389735403148926,-157.72779653929845,TRUE,House,Entire home/apt,4,2018,1
17224708,Waimea Bay Beach Front Home,378608,Laura,2011-02-05,5,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.615944367645163,-158.08757816965124,FALSE,House,Entire home/apt,6,2018,1
16967145,Comfortable Private Cottage,378608,Laura,2011-02-05,5,"Kailua, HI, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.409042590251055,-157.74451305204752,FALSE,House,Entire home/apt,4,2018,1
4359370,Suite By The Sea Waikiki Beach - WIFI & MOVIES,395819,Evan,2011-02-17,4,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.275019515386816,-157.824708149635,TRUE,Apartment,Entire home/apt,3,2018,1
1265097,Affordable Waikiki Beach 2 BEDROOM 2 BATH Sleep 4,395819,Evan,2011-02-17,4,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28135749797264,-157.82197613127596,TRUE,Apartment,Entire home/apt,4,2018,1
4018884,Seaside Suite - In Waikiki,395819,Evan,2011-02-17,4,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.281756677106582,-157.82556623926453,TRUE,Apartment,Entire home/apt,3,2018,1
21257595,"Beautiful Direct Ocean, Marina, Sunset View Condo",400162,Dainora,2011-02-19,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28545457029102,-157.83726477542822,TRUE,Condominium,Entire home/apt,4,2018,1
22086131,"Beachfront Location. Luxury remodel, new listing.",400162,Dainora,2011-02-19,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28380115530937,-157.83816005854374,TRUE,Condominium,Entire home/apt,5,2018,1
19223735,Beachfront Condo with Ocean and Beach View.,400162,Dainora,2011-02-19,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.285316871157704,-157.83763341221348,TRUE,Apartment,Entire home/apt,4,2018,1
22450443,Luxury Renovations just completed! Sleeps 5.,400162,Dainora,2011-02-19,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.283786200778263,-157.83816482893303,TRUE,Apartment,Entire home/apt,5,2018,1
21070834,Amazing Ocean and Sunset View Condo,400162,Dainora,2011-02-19,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.283394396275735,-157.83798776541616,TRUE,Condominium,Entire home/apt,4,2018,1
21141013,"Just Renovated,Beach View and Beachfront  Location",400162,Dainora,2011-02-19,6,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28525836820418,-157.83788094490632,TRUE,Condominium,Entire home/apt,4,2018,1
76320,Quiet Garden Cottage,407196,Dali,2011-02-23,1,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.679914395923255,-158.03526050070772,TRUE,Cabin,Entire home/apt,2,2018,1
2017253,Surfers & Writers Paradise Studio,442490,Betsy,2011-03-14,2,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.589106943592355,-158.11078278137921,TRUE,Apartment,Entire home/apt,2,2018,1
81566,Surfers & Writers Paradise,442490,Betsy,2011-03-14,2,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.59353127857036,-158.10661221806959,TRUE,Apartment,Entire home/apt,5,2018,1
1615098,Beachside Getaway Wila House,461037,RentalAdvisor,2011-03-24,170,"Laie, HI, United States",Laie,HI,96762,Oahu,"Laie, HI",US,United States,21.623401944229315,-157.92054884839956,TRUE,House,Entire home/apt,8,2018,1
16285907,Moani Ohana Combo--Beachfront homes,461037,RentalAdvisor,2011-03-24,170,"Kahuku, HI, United States",Kahuku,HI,96731,Oahu,"Kahuku, HI",US,United States,21.663892689688783,-157.934967307243,TRUE,House,Entire home/apt,16,2018,1
1031969,Waterfront Beach House in Hauula,461037,RentalAdvisor,2011-03-24,170,"Hauula, HI, United States",Hauula,HI,96717,Oahu,"Hauula, HI",US,United States,21.577024961438077,-157.88211653756008,TRUE,House,Entire home/apt,8,2018,1
15598613,Waikane Combo,461037,RentalAdvisor,2011-03-24,170,"Kaneohe, HI, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.500623476498394,-157.85207126679595,TRUE,House,Entire home/apt,8,2018,1
19653723,Moana House,461037,RentalAdvisor,2011-03-24,170,"Kaaawa, HI, United States",Kaaawa,HI,96730,Oahu,"Kaaawa, HI",US,United States,21.541197568710643,-157.84207403344521,TRUE,House,Entire home/apt,6,2018,1
5052633,Seashore Paradise Place,461037,RentalAdvisor,2011-03-24,170,"Kailua, HI, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.417065435583112,-157.7450047940958,TRUE,House,Entire home/apt,14,2018,1
7156619,Hibiscus House,461037,RentalAdvisor,2011-03-24,170,"Laie, HI, United States",Laie,HI,96762,Oahu,"Laie, HI",US,United States,21.648661194636837,-157.9189940810084,TRUE,House,Entire home/apt,11,2018,1
6085270,Shimmering Oceanside Villa,461037,RentalAdvisor,2011-03-24,170,"Honolulu, HI, United States",Honolulu,HI,96825,Oahu,"Honolulu, HI",US,United States,21.26179323027717,-157.70877638995452,TRUE,House,Entire home/apt,8,2018,1
22638539,Maka Nalo Beach House Combo,461037,RentalAdvisor,2011-03-24,170,"Waimanalo, HI, United States",Waimanalo,HI,96795,Oahu,"Waimanalo, HI",US,United States,21.322906415271312,-157.6775885827141,TRUE,House,Entire home/apt,16,2018,1
16176829,Country Tropics Combo/Surfboards Included,461037,RentalAdvisor,2011-03-24,170,"Kaaawa, HI, United States",Kaaawa,HI,96730,Oahu,"Kaaawa, HI",US,United States,21.55543040226311,-157.8530144988625,TRUE,House,Entire home/apt,14,2018,1
16176783,Tiki Estate - 5 bungalows/ Weddings/ Oceanfront,461037,RentalAdvisor,2011-03-24,170,"Laie, HI, United States",Laie,HI,96762,Oahu,"Laie, HI",US,United States,21.641232779486597,-157.91964313606323,TRUE,House,Entire home/apt,16,2018,1
16176752,Hibiscus Estate-Great oceanview/outdoor jacuzzi,461037,RentalAdvisor,2011-03-24,170,"Laie, HI, United States",Laie,HI,96762,Oahu,"Laie, HI",US,United States,21.64893342105906,-157.91964645387085,TRUE,House,Entire home/apt,15,2018,1
16176759,Vans Pipeline Manor/ AC/Beachfront/ Gated Parking,461037,RentalAdvisor,2011-03-24,170,"Haleiwa, HI, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.65615321728332,-158.05920886963398,TRUE,House,Entire home/apt,10,2018,1
16176746,Kekela Iki Beachfront-Last minute discount,461037,RentalAdvisor,2011-03-24,170,"Laie, HI, United States",Laie,HI,96762,Oahu,"Laie, HI",US,United States,21.647595215187877,-157.92376138239558,TRUE,House,Entire home/apt,14,2018,1
6871705,Ko Olina Beach Villa Resort (OT602),461037,RentalAdvisor,2011-03-24,170,"Kapolei, HI, United States",Kapolei,HI,96707,Oahu,"Kapolei, HI",US,United States,21.335981587152794,-158.12225232640432,TRUE,Apartment,Entire home/apt,7,2018,1
963541,Seaside Manor,461037,RentalAdvisor,2011-03-24,170,"Laie, HI, United States",Laie,HI,96762,Oahu,"Laie, HI",US,United States,21.647825740744626,-157.92044724575672,TRUE,House,Entire home/apt,14,2018,1
6644483,Diamond Head Tiki Estate/Oceanfront/Pool/AC,461037,RentalAdvisor,2011-03-24,170,"Honolulu, HI, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.257367643497425,-157.81565844151092,TRUE,House,Entire home/apt,8,2018,1
