YEAR,STATEFIP,FEMALE,AGE,HISPANIC,ASIAN,BLACK,PACIFICISLANDER,WHITE,COLLEGE,INCOME
2022,15,0,66,0,1,0,0,0,0,130950
2022,15,1,18,0,0,0,1,0,0,500
2022,15,1,48,0,0,0,0,0,1,46300
2022,15,0,52,0,0,0,0,0,0,89000
2022,15,0,19,0,0,0,0,0,0,0
2022,15,1,15,0,0,0,0,0,0,0
2022,15,1,92,0,0,0,0,0,0,28600
2022,15,1,61,0,0,0,0,0,0,40400
2022,15,0,64,0,0,0,0,0,0,41000
2022,15,0,52,0,0,0,1,0,0,54200
2022,15,1,38,0,0,0,1,0,0,13000
2022,15,1,18,0,0,0,1,0,0,13000
2022,15,0,17,0,0,0,1,0,0,13000
2022,15,1,16,0,0,0,1,0,0,13000
2022,15,1,90,0,1,0,0,0,1,54600
2022,15,1,25,0,0,0,1,0,0,63000
2022,15,0,27,0,0,1,0,0,0,34200
2022,15,0,35,0,1,0,0,0,1,6300
2022,15,1,64,0,1,0,0,0,1,86800
2022,15,0,72,0,0,0,0,1,1,41000
2022,15,1,67,0,0,0,0,1,1,33400
2022,15,0,47,0,0,0,0,1,0,32000
2022,15,0,83,0,1,0,0,0,0,31600
2022,15,1,78,0,1,0,0,0,0,27600
2022,15,1,51,0,1,0,0,0,1,96000
2022,15,1,16,0,0,0,1,0,0,0
2022,15,1,59,0,1,0,0,0,0,20450
2022,15,0,58,0,1,0,0,0,0,6800
2022,15,0,55,0,0,0,0,0,1,195000
2022,15,1,54,0,1,0,0,0,1,92000
2022,15,1,77,0,1,0,0,0,0,43800
2022,15,0,42,0,0,0,0,0,0,6600
2022,15,1,37,0,0,0,0,0,1,36000
2022,15,0,35,0,0,0,0,1,0,40000
2022,15,0,60,0,0,0,0,1,0,162500
2022,15,0,46,0,0,0,1,0,0,1300
2022,15,0,35,0,0,0,1,0,1,163000
2022,15,0,33,0,0,1,0,0,0,60000
2022,15,1,20,0,0,0,1,0,0,16000
2022,15,1,60,0,0,0,1,0,0,29700
2022,15,1,30,0,0,0,1,0,0,31200
2022,15,0,19,0,0,0,1,0,0,0
2022,15,1,71,0,0,0,0,0,0,1500
2022,15,1,56,0,0,0,0,0,0,35200
2022,15,0,29,0,0,0,0,0,0,0
2022,15,1,92,0,1,0,0,0,0,28100
2022,15,0,35,0,1,0,0,0,1,85000
2022,15,1,32,0,0,0,1,0,1,45000
2022,15,1,83,0,0,0,0,1,0,19400
2022,15,0,85,0,0,0,0,1,0,67400
2022,15,1,83,0,1,0,0,0,1,66000
2022,15,0,50,0,1,0,0,0,1,30000
2022,15,0,69,0,1,0,0,0,0,34200
2022,15,0,59,0,0,0,1,0,0,13000
2022,15,1,52,0,0,0,1,0,0,6400
2022,15,1,18,0,0,0,1,0,0,0
2022,15,1,77,0,0,0,1,0,0,9000
2022,15,0,50,0,0,0,1,0,0,0
2022,15,0,71,0,0,0,0,1,1,16000
2022,15,0,44,0,0,0,0,1,1,8000
2022,15,1,33,0,0,0,1,0,1,96000
2022,15,0,34,0,0,0,0,0,0,39600
2022,15,1,58,0,0,0,1,0,1,107000
2022,15,0,55,0,0,0,1,0,1,85000
2022,15,0,26,0,0,0,1,0,0,5500
2022,15,0,44,0,1,0,0,0,0,19700
2022,15,0,21,0,0,0,0,1,0,14300
2022,15,1,35,0,1,0,0,0,1,55000
2022,15,0,60,0,1,0,0,0,1,109000
2022,15,1,54,1,0,0,1,0,0,36000
2022,15,1,34,1,0,0,0,0,0,50000
2022,15,0,72,0,0,0,0,1,1,44700
2022,15,1,67,0,0,0,0,1,1,33500
2022,15,1,55,0,0,0,0,0,0,9600
2022,15,0,18,0,0,0,0,0,0,0
2022,15,1,63,0,0,0,0,1,1,99000
2022,15,0,62,0,0,0,1,0,1,128000
2022,15,1,71,0,0,0,0,0,0,334800
2022,15,0,44,0,0,0,0,0,0,20400
2022,15,1,77,0,1,0,0,0,0,91100
2022,15,0,63,0,0,0,1,0,1,42500
2022,15,1,58,0,0,0,0,0,1,17500
2022,15,0,67,0,1,0,0,0,1,21700
2022,15,1,22,0,0,0,0,0,1,5000
2022,15,1,62,1,0,0,0,1,0,7000
2022,15,0,68,1,0,0,0,0,0,47600
2022,15,0,38,1,0,0,0,0,1,40000
2022,15,1,34,1,0,0,0,0,0,70000
2022,15,1,31,1,0,0,0,0,1,40000
2022,15,1,29,1,0,0,1,0,0,25100
2022,15,0,35,0,0,0,0,0,0,40000
2022,15,0,66,0,1,0,0,0,1,50000
2022,15,0,54,0,1,0,0,0,0,62000
2022,15,1,54,0,1,0,0,0,1,163000
2022,15,0,22,0,1,0,0,0,0,0
2022,15,0,33,0,0,0,0,1,0,30000
2022,15,1,26,1,0,0,0,0,0,0
2022,15,1,49,0,1,0,0,0,1,72050
2022,15,0,50,0,1,0,0,0,0,48600
2022,15,0,25,0,1,0,0,0,0,10000
2022,15,1,29,0,1,0,0,0,0,0
2022,15,1,74,0,0,0,1,0,0,14400
2022,15,0,28,0,0,0,0,0,0,30000
2022,15,1,78,0,0,0,0,1,1,32000
2022,15,1,43,0,0,0,0,0,0,100000
2022,15,1,20,0,0,0,0,0,0,24000
2022,15,1,22,0,0,0,0,0,0,24000
2022,15,0,36,0,0,0,0,0,1,100010
2022,15,0,75,0,0,0,0,1,1,235430
2022,15,1,70,0,0,0,0,1,1,17300
2022,15,0,58,1,0,0,0,1,0,40000
2022,15,1,66,0,0,0,0,1,0,29000
2022,15,1,28,0,0,0,0,1,1,15000
2022,15,0,42,0,0,0,0,1,1,150000
2022,15,1,52,0,1,0,0,0,1,0
2022,15,0,61,0,0,0,0,1,0,28000
2022,15,1,53,1,0,0,0,1,1,43300
2022,15,0,18,0,0,0,0,1,0,3100
2022,15,0,52,0,1,0,0,0,1,250100
2022,15,1,49,0,1,0,0,0,0,0
2022,15,1,15,0,1,0,0,0,0,200
2022,15,0,60,0,0,0,0,1,1,90000
2022,15,1,59,0,0,0,1,0,1,14000
2022,15,1,20,0,0,0,0,0,0,5000
2022,15,1,68,0,0,0,0,0,1,13800
2022,15,0,61,0,0,0,0,1,0,12000
2022,15,0,83,0,0,0,1,0,0,42600
2022,15,1,75,0,1,0,0,0,0,0
2022,15,1,92,0,1,0,0,0,0,15000
2022,15,1,21,0,0,0,0,0,0,0
2022,15,1,19,0,0,0,0,0,0,0
2022,15,1,44,0,0,0,1,0,0,60000
2022,15,1,81,0,0,0,0,1,0,109000
2022,15,0,39,0,0,0,0,1,0,1400
2022,15,1,62,0,0,0,1,0,0,33900
2022,15,0,51,0,0,0,1,0,0,58000
2022,15,1,46,0,0,0,1,0,0,60000
2022,15,0,17,0,0,0,1,0,0,5500
2022,15,0,15,0,0,0,1,0,0,0
2022,15,1,59,0,0,0,1,0,1,55000
2022,15,1,24,0,0,0,1,0,0,24000
2022,15,0,48,0,0,0,0,1,0,35000
2022,15,1,47,0,0,0,0,1,0,20000
2022,15,0,72,0,0,0,1,0,0,8400
2022,15,1,73,0,0,0,1,0,0,7200
2022,15,0,37,0,0,0,1,0,0,0
2022,15,0,79,0,1,0,0,0,0,43600
2022,15,1,80,0,0,0,0,0,0,17800
2022,15,1,48,0,0,0,0,0,0,0
2022,15,0,53,0,0,1,0,0,0,70000
2022,15,1,40,0,0,0,0,0,1,87030
2022,15,0,44,0,0,0,1,0,0,78000
2022,15,0,80,0,0,0,0,1,1,16400
2022,15,1,39,0,0,0,0,0,0,36900
2022,15,0,66,0,1,0,0,0,0,145000
2022,15,0,27,0,0,0,0,0,0,30000
2022,15,1,54,0,0,0,0,1,0,35000
2022,15,0,65,0,0,0,0,0,0,95000
2022,15,0,26,0,0,0,0,0,0,40000
2022,15,1,22,0,0,0,0,1,0,45000
2022,15,1,65,0,0,0,0,1,0,36800
2022,15,0,92,0,0,0,0,1,0,10750
2022,15,0,71,0,0,0,0,1,1,37000
2022,15,1,69,0,0,0,1,0,0,15500
2022,15,0,62,0,0,0,0,1,1,124000
2022,15,1,52,0,0,0,0,1,0,65000
2022,15,1,35,0,0,0,0,0,0,63000
2022,15,0,74,0,0,1,0,0,0,84000
2022,15,1,75,0,0,0,0,1,0,49000
2022,15,0,71,0,0,0,1,0,0,50300
2022,15,1,32,0,0,0,1,0,1,24810
2022,15,0,32,0,0,0,1,0,0,33400
2022,15,0,83,0,0,0,1,0,0,75000
2022,15,0,76,0,1,0,0,0,0,318400
2022,15,1,72,0,1,0,0,0,0,94000
2022,15,1,53,1,0,0,0,0,1,15640
2022,15,1,17,1,0,0,0,0,0,0
2022,15,0,37,0,0,0,1,0,0,44000
2022,15,1,38,0,0,0,1,0,0,28000
2022,15,1,15,0,0,0,1,0,0,0
2022,15,0,46,0,0,0,0,1,0,80000
2022,15,1,32,0,0,0,0,1,0,30000
2022,15,1,17,0,0,0,0,1,0,20000
2022,15,0,38,0,0,0,1,0,0,65000
2022,15,1,37,0,0,0,0,0,0,125000
2022,15,0,69,0,0,1,0,0,0,3400
2022,15,1,65,0,0,1,0,0,0,5800
2022,15,1,46,0,0,0,1,0,0,55000
2022,15,0,47,0,0,0,1,0,0,40000
2022,15,0,17,0,0,0,1,0,0,0
2022,15,1,37,0,0,0,1,0,1,80000
2022,15,0,66,0,0,0,1,0,0,100000
2022,15,1,62,0,0,0,1,0,0,35000
2022,15,0,24,0,0,0,1,0,1,70500
2022,15,1,24,0,0,0,0,0,1,53000
2022,15,1,78,0,0,0,1,0,0,30800
2022,15,1,59,0,0,0,1,0,1,17000
2022,15,0,63,0,0,0,0,1,0,50000
2022,15,0,31,0,0,0,0,0,0,36000
2022,15,0,26,0,0,0,0,0,0,35000
2022,15,1,53,0,0,0,1,0,1,122600
2022,15,0,55,0,1,0,0,0,1,71000
2022,15,0,16,0,0,0,1,0,0,2500
2022,15,1,84,0,0,0,0,1,1,43500
2022,15,1,38,0,0,0,0,0,0,0
2022,15,1,54,0,0,0,0,1,1,50000
2022,15,1,31,0,0,0,0,0,0,44600
2022,15,0,31,0,0,0,1,0,0,45500
2022,15,0,36,0,0,0,0,0,0,47000
2022,15,1,36,0,0,0,0,0,1,35000
2022,15,1,19,0,0,0,0,0,0,0
2022,15,1,16,0,0,0,0,0,0,0
2022,15,1,74,0,0,0,0,1,0,14400
2022,15,1,56,0,1,0,0,0,1,95000
2022,15,0,60,0,1,0,0,0,0,42000
2022,15,1,28,0,1,0,0,0,0,36000
2022,15,0,27,0,1,0,0,0,0,10000
2022,15,0,87,0,1,0,0,0,1,53000
2022,15,1,86,0,1,0,0,0,0,7200
2022,15,1,43,0,0,0,0,0,1,169000
2022,15,0,44,0,0,0,0,0,1,60000
2022,15,1,51,0,0,0,1,0,0,24000
2022,15,0,44,0,0,0,1,0,0,42000
2022,15,1,30,0,0,0,1,0,1,3100
2022,15,1,19,0,0,0,1,0,0,0
2022,15,0,64,0,1,0,0,0,1,115200
2022,15,1,53,0,1,0,0,0,0,40000
2022,15,0,33,0,0,0,1,0,0,50000
2022,15,1,59,0,0,0,1,0,0,31720
2022,15,0,39,0,0,0,0,0,1,100000
2022,15,1,36,0,0,0,0,0,1,150000
2022,15,1,44,0,0,0,1,0,0,15400
2022,15,1,18,0,0,0,1,0,0,1600
2022,15,1,16,0,0,0,1,0,0,0
2022,15,1,68,0,1,0,0,0,0,25000
2022,15,0,68,0,0,0,1,0,0,43600
2022,15,0,61,0,1,0,0,0,0,80100
2022,15,1,53,0,1,0,0,0,1,50050
2022,15,1,21,0,1,0,0,0,0,2400
2022,15,0,17,0,1,0,0,0,0,17000
2022,15,1,79,0,1,0,0,0,1,14900
2022,15,0,52,0,1,0,0,0,0,0
2022,15,0,29,0,1,0,0,0,1,105000
2022,15,1,30,0,0,0,1,0,0,25000
2022,15,0,66,0,0,0,1,0,0,90700
2022,15,1,68,0,0,0,1,0,1,7400
2022,15,0,33,0,0,0,1,0,1,100000
2022,15,1,69,0,1,0,0,0,1,51300
2022,15,0,66,0,1,0,0,0,1,0
2022,15,0,64,0,0,0,0,1,1,145400
2022,15,1,59,0,0,0,1,0,1,0
2022,15,0,66,0,1,0,0,0,1,196500
2022,15,1,57,0,1,0,0,0,0,38000
2022,15,0,79,0,0,0,1,0,0,71000
2022,15,1,69,0,0,0,1,0,0,400
2022,15,0,51,0,0,0,1,0,0,20000
2022,15,0,48,0,0,0,1,0,0,29000
2022,15,0,59,0,0,0,0,0,1,95000
2022,15,1,57,0,0,0,0,0,0,15000
2022,15,0,17,0,0,0,0,0,0,0
2022,15,1,55,0,0,0,1,0,0,5100
2022,15,0,45,0,0,0,1,0,0,9200
2022,15,0,19,0,0,0,1,0,0,0
2022,15,1,77,0,0,0,1,0,0,14000
2022,15,0,22,1,0,0,0,0,0,60000
2022,15,1,46,1,0,0,0,0,0,100000
2022,15,0,46,1,0,0,0,0,0,50000
2022,15,1,76,0,0,0,1,0,1,13400
2022,15,0,52,0,0,0,1,0,0,39200
2022,15,1,52,0,0,0,1,0,0,19900
2022,15,1,34,0,0,0,0,0,1,0
2022,15,0,34,0,0,0,0,1,1,16900
2022,15,0,86,0,1,0,0,0,1,20500
2022,15,1,72,0,0,0,0,1,0,338200
2022,15,1,52,0,0,0,0,0,1,80000
2022,15,0,51,0,0,0,0,0,0,80000
2022,15,0,66,0,1,0,0,0,0,129000
2022,15,0,44,0,0,0,0,1,1,70000
2022,15,0,41,0,0,0,0,1,1,40600
2022,15,0,58,0,0,0,0,1,0,68800
2022,15,1,66,0,0,0,1,0,0,19200
2022,15,0,42,0,0,0,1,0,0,2200
2022,15,0,33,0,0,0,1,0,0,26000
2022,15,1,21,0,0,0,1,0,0,0
2022,15,0,69,0,0,0,0,0,0,51000
2022,15,1,62,0,0,0,0,0,0,22100
2022,15,0,57,0,0,0,1,0,0,70200
2022,15,1,54,0,0,0,1,0,0,12000
2022,15,0,33,0,0,0,1,0,0,5500
2022,15,1,24,1,0,0,0,0,0,0
2022,15,0,24,1,0,0,0,0,0,35000
2022,15,0,52,0,1,0,0,0,1,93000
2022,15,1,49,0,1,0,0,0,0,70000
2022,15,1,54,0,1,0,0,0,1,81200
2022,15,0,56,0,1,0,0,0,0,239000
2022,15,0,70,0,0,0,0,1,1,36220
2022,15,1,68,0,1,0,0,0,1,15000
2022,15,0,61,0,1,0,0,0,0,80000
2022,15,1,57,0,0,0,0,1,0,45000
2022,15,1,31,0,0,0,0,0,1,45000
2022,15,1,70,0,1,0,0,0,0,8400
2022,15,0,67,0,0,0,0,0,0,30000
2022,15,1,37,0,0,0,1,0,1,44700
2022,15,0,38,1,0,0,0,0,1,48200
2022,15,0,83,0,1,0,0,0,0,90800
2022,15,0,24,0,0,0,0,0,1,90000
2022,15,1,43,0,0,0,1,0,0,30000
2022,15,0,47,0,0,1,0,0,0,30000
2022,15,0,55,0,0,0,1,0,1,100000
2022,15,1,55,0,0,0,1,0,1,82000
2022,15,0,26,0,0,0,1,0,0,0
2022,15,0,69,0,1,0,0,0,0,3600
2022,15,1,68,0,0,0,0,1,1,27510
2022,15,0,64,0,0,0,0,0,0,0
2022,15,1,69,0,0,0,0,1,0,14300
2022,15,1,23,1,0,0,0,1,0,16700
2022,15,1,24,1,0,0,0,1,0,32000
2022,15,0,69,0,0,0,1,0,1,56600
2022,15,1,68,0,0,0,1,0,1,38600
2022,15,1,38,0,0,0,1,0,1,70000
2022,15,0,42,0,0,0,0,0,1,35000
2022,15,1,74,0,0,0,0,1,0,54600
2022,15,1,51,0,0,0,0,0,0,36100
2022,15,0,25,0,0,0,0,1,0,60030
2022,15,1,22,0,0,0,0,1,0,70000
2022,15,1,63,0,0,0,1,0,0,20000
2022,15,0,61,0,0,0,1,0,0,0
2022,15,1,25,0,0,0,1,0,0,950
2022,15,1,48,0,0,0,1,0,1,146000
2022,15,0,53,0,0,0,0,1,0,74000
2022,15,0,46,0,0,0,1,0,0,75000
2022,15,0,69,0,0,0,0,1,1,234900
2022,15,1,54,0,0,0,0,1,1,0
2022,15,0,82,0,0,0,0,1,1,293000
2022,15,1,75,0,0,0,0,1,0,148000
2022,15,1,67,0,0,0,0,0,0,39000
2022,15,1,30,0,0,0,0,0,1,67000
2022,15,1,26,0,0,0,0,0,1,85000
2022,15,0,26,0,0,0,1,0,0,44000
2022,15,1,27,1,0,0,1,0,0,6600
2022,15,1,57,0,0,0,0,1,1,105000
2022,15,0,59,0,0,0,0,1,1,80000
2022,15,1,17,0,0,0,0,1,0,0
2022,15,0,81,1,0,0,0,0,0,45700
2022,15,1,62,0,0,0,1,0,1,23500
2022,15,0,66,0,0,0,1,0,0,27800
2022,15,0,44,0,0,0,1,0,0,55000
2022,15,1,43,0,0,0,1,0,1,65000
2022,15,0,56,0,0,0,1,0,0,17800
2022,15,1,56,0,0,0,1,0,1,200070
2022,15,0,20,0,0,0,1,0,0,6000
2022,15,1,18,0,0,0,1,0,0,500
2022,15,1,33,0,0,0,1,0,1,60000
2022,15,0,35,0,0,0,1,0,1,50000
2022,15,1,40,0,0,0,1,0,1,107000
2022,15,1,67,0,0,0,0,1,1,42700
2022,15,0,64,0,0,0,0,1,0,37300
2022,15,1,63,0,0,0,0,1,1,60000
2022,15,0,78,0,0,0,0,0,0,54000
2022,15,0,68,0,0,0,1,0,0,1700
2022,15,1,69,0,0,0,1,0,0,20000
2022,15,0,49,0,1,0,0,0,1,12500
2022,15,0,50,0,0,0,0,0,0,74630
2022,15,0,49,0,0,0,0,0,0,27100
2022,15,1,18,0,0,0,0,0,0,2800
2022,15,1,49,0,0,0,1,0,0,57000
2022,15,0,49,0,0,0,1,0,0,52000
2022,15,1,86,0,0,0,0,1,1,44500
2022,15,0,57,0,1,0,0,0,0,80000
2022,15,1,57,0,0,0,1,0,0,50000
2022,15,0,27,0,0,0,1,0,0,56000
2022,15,1,84,0,1,0,0,0,0,18100
2022,15,0,89,0,1,0,0,0,0,28900
2022,15,1,66,0,1,0,0,0,1,54500
2022,15,1,88,0,0,0,0,1,0,76500
2022,15,1,60,0,0,0,0,1,0,0
2022,15,0,69,0,0,0,0,1,0,15000
2022,15,0,88,0,0,0,0,1,0,45100
2022,15,1,70,0,0,0,0,1,0,0
2022,15,1,59,0,0,0,0,1,0,0
2022,15,0,35,0,0,0,0,1,0,120000
2022,15,1,70,0,1,0,0,0,0,15000
2022,15,0,70,0,0,0,0,0,0,6600
2022,15,1,38,0,0,0,0,1,1,11000
2022,15,0,39,0,0,0,0,0,0,120000
2022,15,1,41,0,0,0,0,1,0,40000
2022,15,0,18,1,0,0,0,0,0,10000
2022,15,1,45,0,0,0,1,0,1,80000
2022,15,0,48,0,0,0,1,0,0,67000
2022,15,0,15,0,0,0,1,0,0,0
2022,15,1,58,0,0,0,1,0,0,80000
2022,15,1,89,0,0,0,1,0,0,1400
2022,15,0,48,0,0,0,1,0,0,46000
2022,15,0,28,0,0,0,1,0,0,100000
2022,15,1,21,0,0,0,1,0,0,17500
2022,15,0,16,0,0,0,1,0,0,4200
2022,15,1,59,0,0,0,0,1,1,80000
2022,15,0,35,0,0,0,0,1,0,60000
2022,15,1,62,0,0,0,1,0,0,0
2022,15,0,36,0,0,0,1,0,0,40000
2022,15,1,30,0,0,0,1,0,1,6000
2022,15,1,38,0,0,0,1,0,1,36000
2022,15,1,62,1,0,0,0,1,1,104000
2022,15,0,75,0,0,0,0,1,1,136400
2022,15,0,67,0,0,0,0,1,1,131000
2022,15,1,68,0,0,0,0,1,1,17650
2022,15,1,79,0,1,0,0,0,1,37500
2022,15,0,77,0,0,0,0,1,1,49700
2022,15,1,42,0,0,0,0,1,0,12200
2022,15,0,42,0,0,0,0,1,0,60000
2022,15,0,73,0,0,0,0,0,0,66900
2022,15,1,62,0,0,0,0,0,0,13000
2022,15,0,36,0,0,0,0,0,0,28800
2022,15,1,31,0,0,0,0,0,0,0
2022,15,1,72,1,0,0,0,0,0,31000
2022,15,0,76,0,0,0,1,0,1,67600
2022,15,0,60,0,0,0,1,0,1,70000
2022,15,1,63,0,0,0,1,0,0,61210
2022,15,0,27,0,0,0,1,0,0,45000
2022,15,1,85,0,0,0,1,0,0,28400
2022,15,1,26,0,0,0,0,0,0,25000
2022,15,0,23,0,0,0,0,1,0,36000
2022,15,1,23,0,0,0,0,1,1,10000
2022,15,0,61,0,0,0,0,1,0,13500
2022,15,1,67,0,1,0,0,0,0,29000
2022,15,0,82,0,0,0,0,1,0,36300
2022,15,1,77,0,0,0,0,1,0,11000
2022,15,0,64,0,1,0,0,0,1,21500
2022,15,1,65,0,1,0,0,0,1,92000
2022,15,0,27,0,0,0,1,0,1,16400
2022,15,1,62,0,0,0,0,1,0,296000
2022,15,0,37,1,0,0,0,1,0,20000
2022,15,0,52,0,0,0,0,1,0,155000
2022,15,1,47,1,0,0,0,0,0,0
2022,15,1,18,0,0,0,0,1,0,0
2022,15,1,21,0,0,0,0,1,0,41600
2022,15,1,80,0,0,0,1,0,0,58000
2022,15,1,76,0,0,0,0,0,1,30200
2022,15,0,82,0,0,0,0,0,1,39500
2022,15,1,62,0,0,0,1,0,0,880
2022,15,0,65,1,0,0,0,0,1,4200
2022,15,0,19,1,0,0,0,0,0,390
2022,15,0,19,1,0,0,0,0,0,390
2022,15,0,68,1,0,0,0,1,0,25200
2022,15,1,48,0,0,0,0,0,0,14500
2022,15,0,65,0,1,0,0,0,0,146000
2022,15,1,55,0,1,0,0,0,1,60000
2022,15,1,16,0,1,0,0,0,0,0
2022,15,1,51,1,0,0,0,1,1,48850
2022,15,1,88,0,1,0,0,0,0,13200
2022,15,0,63,0,1,0,0,0,0,23000
2022,15,0,45,0,1,0,0,0,0,0
2022,15,1,46,0,0,0,1,0,1,100000
2022,15,0,55,0,0,0,0,1,0,175000
2022,15,1,57,0,1,0,0,0,0,85000
2022,15,1,53,0,0,0,1,0,0,22000
2022,15,0,18,0,0,0,1,0,0,450
2022,15,1,36,0,0,0,0,0,1,55000
2022,15,0,35,0,0,0,0,0,0,84000
2022,15,0,41,0,0,0,1,0,0,60000
2022,15,1,41,0,0,0,1,0,0,50000
2022,15,1,70,0,0,0,1,0,0,50000
2022,15,0,52,0,0,0,0,0,0,51000
2022,15,1,50,0,0,0,0,0,0,25900
2022,15,0,39,1,0,0,0,0,0,110000
2022,15,1,40,1,0,0,0,0,0,0
2022,15,0,16,1,0,0,0,0,0,3500
2022,15,1,51,0,1,0,0,0,0,58000
2022,15,0,63,0,1,0,0,0,1,156000
2022,15,0,18,0,1,0,0,0,0,5000
2022,15,1,52,0,0,0,0,1,0,30000
2022,15,0,57,0,0,0,1,0,0,9600
2022,15,1,22,0,0,0,1,0,1,10000
2022,15,0,19,0,0,0,1,0,0,0
2022,15,0,18,0,0,0,1,0,0,4500
2022,15,0,78,0,1,0,0,0,1,51600
2022,15,0,70,0,1,0,0,0,1,53100
2022,15,1,71,0,1,0,0,0,1,42100
2022,15,0,59,1,0,0,0,1,0,100000
2022,15,0,21,0,0,0,0,1,0,4200
2022,15,0,67,0,0,1,0,0,0,14800
2022,15,0,54,0,0,0,1,0,1,72000
2022,15,1,47,0,0,0,1,0,1,72000
2022,15,1,41,0,0,0,0,1,0,0
2022,15,0,47,0,0,0,1,0,0,23470
2022,15,1,16,0,0,0,1,0,0,12000
2022,15,1,67,0,0,0,1,0,0,39800
2022,15,0,40,0,0,0,1,0,1,38000
2022,15,1,72,0,0,0,1,0,1,46000
2022,15,0,61,1,0,0,0,0,0,34800
2022,15,1,63,0,0,0,1,0,0,18000
2022,15,1,36,1,0,0,0,0,1,80000
2022,15,0,69,0,0,0,1,0,0,238600
2022,15,1,73,0,0,0,1,0,0,25600
2022,15,1,42,0,0,0,0,0,0,50000
2022,15,0,40,0,0,0,0,1,0,45000
2022,15,1,55,0,1,0,0,0,1,100000
2022,15,0,56,0,1,0,0,0,1,5500
2022,15,1,81,0,1,0,0,0,0,50300
2022,15,1,56,0,1,0,0,0,1,8220
2022,15,0,66,0,1,0,0,0,0,5300
2022,15,1,26,0,0,0,0,1,1,80000
2022,15,0,31,0,0,0,0,1,1,14000
2022,15,0,71,0,0,0,0,0,0,5600
2022,15,1,70,0,0,0,0,0,1,1600
2022,15,1,75,0,1,0,0,0,0,17300
2022,15,0,74,0,1,0,0,0,0,57300
2022,15,0,48,0,1,0,0,0,0,42000
2022,15,0,34,1,0,0,0,0,1,19500
2022,15,1,31,0,0,0,0,0,1,120000
2022,15,1,60,1,0,0,0,0,0,0
2022,15,0,58,0,0,0,0,1,0,0
2022,15,1,63,0,0,0,1,0,0,20000
2022,15,0,70,0,0,0,1,0,0,10800
2022,15,1,43,0,0,0,1,0,1,8400
2022,15,0,84,0,0,0,0,1,1,75000
2022,15,1,66,0,0,0,0,1,0,91000
2022,15,1,68,0,0,0,0,1,1,78800
2022,15,0,67,0,0,0,0,1,1,88800
2022,15,1,36,0,0,0,0,1,1,12000
2022,15,0,71,0,0,0,0,1,0,58700
2022,15,1,50,0,0,0,1,0,1,110000
2022,15,0,24,0,0,0,1,0,0,0
2022,15,0,36,0,0,0,1,0,1,90000
2022,15,1,38,0,0,0,0,0,1,75000
2022,15,1,88,0,0,0,0,1,0,2000
2022,15,0,36,0,0,0,0,0,0,99000
2022,15,1,44,1,0,0,0,0,0,15000
2022,15,0,20,1,0,0,0,0,0,0
2022,15,0,15,1,0,0,0,0,0,0
2022,15,0,54,0,0,0,1,0,0,18300
2022,15,1,51,0,1,0,0,0,0,6400
2022,15,1,19,0,0,0,1,0,0,10400
2022,15,0,73,0,1,0,0,0,1,370000
2022,15,1,65,0,1,0,0,0,0,58400
2022,15,1,35,1,0,0,0,0,0,90000
2022,15,1,73,0,0,0,0,1,0,75600
2022,15,0,67,0,0,0,0,0,0,57300
2022,15,1,47,0,0,0,1,0,0,20000
2022,15,0,49,0,0,0,0,0,0,48000
2022,15,0,25,0,0,0,1,0,0,0
2022,15,0,20,0,0,0,0,0,0,5000
2022,15,0,19,0,0,0,0,0,0,1800
2022,15,1,34,0,0,0,1,0,0,11500
2022,15,0,27,0,0,0,1,0,0,28000
2022,15,1,63,0,0,0,1,0,0,41200
2022,15,0,62,0,0,0,1,0,0,6000
2022,15,0,53,0,0,0,0,1,1,56000
2022,15,1,46,0,0,0,0,1,0,25000
2022,15,0,56,0,0,0,1,0,0,60000
2022,15,1,42,0,0,0,1,0,0,37800
2022,15,0,53,0,0,0,1,0,0,48600
2022,15,1,19,0,0,0,1,0,0,6700
2022,15,0,27,0,0,0,1,0,1,0
2022,15,0,54,0,0,0,1,0,0,1300
2022,15,1,16,0,0,0,1,0,0,0
2022,15,1,68,0,0,0,1,0,0,40300
2022,15,1,69,0,0,0,0,1,0,112000
2022,15,1,42,0,1,0,0,0,1,157000
2022,15,0,28,0,0,0,0,0,1,70000
2022,15,1,63,0,1,0,0,0,0,47300
2022,15,0,64,0,1,0,0,0,1,74400
2022,15,1,66,0,0,0,0,0,1,50000
2022,15,0,48,0,0,0,0,0,0,20000
2022,15,0,46,0,0,0,0,0,0,40000
2022,15,1,73,0,1,0,0,0,1,23500
2022,15,1,41,1,1,0,0,0,1,103000
2022,15,1,55,0,1,0,0,0,0,13000
2022,15,0,61,0,1,0,0,0,0,9600
2022,15,1,30,0,1,0,0,0,0,6000
2022,15,0,27,0,1,0,0,0,0,9400
2022,15,0,77,0,1,0,0,0,0,0
2022,15,0,64,0,1,0,0,0,0,22900
2022,15,1,60,0,1,0,0,0,1,25000
2022,15,0,46,0,0,0,0,0,0,50000
2022,15,1,46,0,0,0,0,0,1,60000
2022,15,0,30,0,0,0,0,0,0,9300
2022,15,1,18,0,0,0,0,0,0,24000
2022,15,1,70,0,0,0,1,0,0,50000
2022,15,0,70,0,0,0,0,0,0,12000
2022,15,1,30,0,1,0,0,0,0,20000
2022,15,1,85,0,0,0,0,1,0,8400
2022,15,1,79,0,0,0,1,0,0,26700
